DBN,NAME,TYPE,GRADES,DISTRICT,TEL,WEBSITE,SUBWAY,BUS,URL,LAT,LON,address
06M052,Harold O. Levy School,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-567-9162,https://www.inwood52.com & www.apple.com/connectED/,"A to Dyckman St-200th St; 1 to Dyckman St","Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100, M3, M4",https://tools.nycenet.edu/snapshot/2019/06M052/EMS,40.865764,-73.925358,"650 Academy Street, Manhattan NY 10034"
03M054,J.H.S. 054 Booker T. Washington,Junior High-Intermediate-Middle,"06,07,08,SE","3",212-678-2861,https://www.ms54.org,"B, C to Cathedral Parkway-110th St; 1 to 103rd St","M10, M104, M11, M116, M2, M3, M4, M5, M60-SBS, M7",https://tools.nycenet.edu/snapshot/2019/03M054/EMS,40.800411,-73.963242,"103 West 107th Street, Manhattan NY 10025"
04M057,James Weldon Johnson,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","4",212-876-5522,https://www.schools.nyc.gov/Find-a-School,6 to 116th St,"BxM10, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M35, M4, M98",https://tools.nycenet.edu/snapshot/2019/04M057/EMS,40.797187,-73.941679,"176 East 115th Street, Manhattan NY 10029"
04M072,The Lexington Academy,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","4",212-860-5831,https://www.lexingtonacademy.info,6 to 103rd St,"BxM1, BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M15, M15-SBS, M2, M3, M4, M96, M98",https://tools.nycenet.edu/snapshot/2019/04M072/EMS,40.791366,-73.947603,"131 East 104th Street, Manhattan NY 10029"
03M076,P.S. 076 A. Philip Randolph,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","3",212-678-2865,https://www.schools.nyc.gov/Find-a-School,"B, C to 116th St; 2, 3, A, D to 125th St","Bx15, BxM3, BxM4, M1, M10, M100, M101, M102, M104, M11, M116, M2, M3, M60-SBS, M7",https://tools.nycenet.edu/snapshot/2019/03M076/EMS,40.80641,-73.951467,"220 West 121st Street, Manhattan NY 10027"
04M096,P.S. 096 Joseph Lanzetta,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","4",212-860-5851,https://www.ps96school.com,"6 to 116th St; 4, 5 to 125th St","Bx15, BxM10, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M100, M101, M102, M103, M116, M15, M15-SBS, M35, M60-SBS, M98",https://tools.nycenet.edu/snapshot/2019/04M096/EMS,40.799716,-73.93688,"216 East 120nd Street, Manhattan NY 10035"
02M104,J.H.S. 104 Simon Baruch,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-674-4545,https://www.104m.org,"L to 1st Ave; 6 to 23rd St; 4, 5, N, Q, R to 14th St-Union Square","BM1, BM2, BM3, BM4, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X37, X38, X42, X5, X63, X64, X68, X7",https://tools.nycenet.edu/snapshot/2019/02M104/EMS,40.736078,-73.980759,"330 East 21st Street, Manhattan NY 10010"
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","4",212-860-5803,https://www.108schoolofauthors.org,"6 to 110th St; 2, 3 to Central Park North-110th St","BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M4, M98",https://tools.nycenet.edu/snapshot/2019/04M108/EMS,40.79501,-73.947689,"1615 Madison Avenue, Manhattan NY 10029"
02M114,East Side Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-360-0114,https://www.esms.org,"6 to 96th St; 4, 5 to 86th St","BxM1, BxM10, BxM6, BxM7, BxM8, BxM9, M101, M102, M103, M15, M15-SBS, M31, M86-SBS, M96, M98",https://tools.nycenet.edu/snapshot/2019/02M114/EMS,40.780606,-73.947413,"331 East 91st Street, Manhattan NY 10128"
05M123,P.S. 123 Mahalia Jackson,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","5",212-342-6200,https://www.ps123.org,"3, A, D to 145th St; 2, B, C to 135th St; 1 to 137th St - City College","Bx19, Bx33, M1, M10, M100, M101, M102, M11, M2, M3, M4, M5, M7",https://tools.nycenet.edu/snapshot/2019/05M123/EMS,40.820235,-73.944683,"301 West 140th Street, Manhattan NY 10030"
02M126,P.S. 126 Jacob August Riis,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","2",212-962-2188,https://www.ps126mat.com,"F to East Broadway; 4, 5, 6, J, Z to Chambers St","BM1, BM2, BM3, BM4, M103, M15, M15-SBS, M22, M9, QM11, QM25, QM7, QM8, X14, X15, X2, X42, X5, X8",https://tools.nycenet.edu/snapshot/2019/02M126/EMS,40.710487,-73.997619,"80 Catherine Street, Manhattan NY 10038"
05M129,P.S. 129 John H. Finley,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","5",212-690-5932,https://www.schools.nyc.gov/Find-a-School,"1, A, B, C, D to 125th St","Bx15, Bx33, M10, M100, M101, M104, M11, M2, M3, M4, M5, M60-SBS",https://tools.nycenet.edu/snapshot/2019/05M129/EMS,40.814643,-73.952277,"425 West 130th Street, Manhattan NY 10027"
02M131,M.S. 131,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-219-1204,https://www.ms131.org,"M to Delancey St-Essex St; J, Z to Bowery; F to East Broadway; B, D to Grand St; 6, N, Q, R to Canal St","B39, BxM18, M103, M14A, M15, M15-SBS, M22, M5, M9, X1, X10, X12, X17, X27, X28",https://tools.nycenet.edu/snapshot/2019/02M131/EMS,40.716472,-73.993652,"100 Hester Street, Manhattan NY 10002"
01M140,P.S. 140 Nathan Straus,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","1",212-677-4680,https://www.schools.nyc.gov/Find-a-School,"F, J, M, Z to Delancey St-Essex St","B39, M14A, M14D, M15, M15-SBS, M21, M22, M9",https://tools.nycenet.edu/snapshot/2019/01M140/EMS,40.719286,-73.983727,"123 Ridge Street, Manhattan NY 10002"
06M143,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-927-7739,https://www.is143.org,"1, A to 181st St","Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98",https://tools.nycenet.edu/snapshot/2019/06M143/EMS,40.849113,-73.93112,"511 West 182nd Street, Manhattan NY 10033"
05M148,Eagle Academy for Young Men of Harlem,Secondary School,"06,07,08,09,10,11,12,SE","5",212-694-6001,https://www.eagleharlem.org,"A, D to 125th St; 2, 3, B, C to 135th St; 1 to 137th St - City College","Bx19, Bx33, M1, M10, M100, M101, M102, M104, M11, M2, M3, M4, M5, M7",https://tools.nycenet.edu/snapshot/2019/05M148/EMS,40.817136,-73.94727,"6 Edgecombe Avenue, Manhattan NY 10030"
03M149,P.S. 149 Sojourner Truth,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","3",646-672-9020,https://www.sojournertruthschool.org,"2, 3, 6, B, C to 116th St","Bx15, BxM3, BxM4, M1, M10, M100, M101, M102, M103, M116, M2, M3, M4, M60-SBS, M7, M98",https://tools.nycenet.edu/snapshot/2019/03M149/EMS,40.802787,-73.948341,"41 West 117th Street, Manhattan NY 10026"
05M161,P.S. 161 Pedro Albizu Campos,K-8,"0K,01,02,03,04,05,06,07,08,SE","5",212-690-5945,https://www.psms161.org,"B, C to 135th St; A, D to 125th St; 1 to 137th St - City College","Bx15, Bx33, M10, M100, M101, M104, M11, M2, M3, M4, M5, M60-SBS",https://tools.nycenet.edu/snapshot/2019/05M161/EMS,40.817728,-73.952553,"499 West 133rd Street, Manhattan NY 10027"
02M167,J.H.S. 167 Robert F. Wagner,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-535-8610,https://www.wagner167.org,6 to 77th St,"BxM1, BxM10, BxM11, BxM2, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M66, M72, M79, M98",https://tools.nycenet.edu/snapshot/2019/02M167/EMS,40.771428,-73.957745,"220 East 76th Street, Manhattan NY 10021"
04M171,P.S. 171 Patrick Henry,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","4",212-860-5801,https://www.ps171.org,"6 to 103rd St; 2, 3 to Central Park North-110th St","BxM1, BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M15, M15-SBS, M2, M3, M4, M96, M98",https://tools.nycenet.edu/snapshot/2019/04M171/EMS,40.792463,-73.951367,"19 East 103rd Street, Manhattan NY 10029"
02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","2",917-432-5413,https://www.ms177.org,N/A,"BxM1, M101, M102, M103, M15, M15-SBS, M31, M66, M72, M79, M86-SBS, M98, Q102",https://tools.nycenet.edu/snapshot/2019/02M177/EMS,40.770388,-73.950725,"1458 York Avenue, Manhattan NY 10075"
03M180,P.S. 180 Hugo Newman,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","3",212-678-2849,https://www.hugonewmanprep.org,"A, D to 125th St; 2, 3, B, C to 116th St; 1 to 116th St - Columbia University","Bx15, M10, M100, M101, M102, M104, M11, M116, M2, M3, M4, M5, M60-SBS, M7",https://tools.nycenet.edu/snapshot/2019/03M180/EMS,40.807568,-73.955699,"370 West 120th Street, Manhattan NY 10027"
01M184,P.S. 184m Shuang Wen,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","1",212-602-9700,https://www.ps184m.org,"J, M, Z to Delancey St-Essex St; F to East Broadway","M14A, M14D, M15, M15-SBS, M21, M22, M9, X14, X37, X38",https://tools.nycenet.edu/snapshot/2019/01M184/EMS,40.710888,-73.985567,"327 Cherry Street, Manhattan NY 10002"
06M187,P.S./I.S. 187 Hudson Cliffs,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","6",212-927-8218,https://www.187hudsoncliffs.org,"A to 190th St; 1 to 191st St","Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M98",https://tools.nycenet.edu/snapshot/2019/06M187/EMS,40.856491,-73.936945,"349 Cabrini Boulevard, Manhattan NY 10040"
01M188,P.S. 188 The Island School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","1",212-677-5710,https://www.island188.org,N/A,"M14A, M14D, M21, M22, M8, M9",https://tools.nycenet.edu/snapshot/2019/01M188/EMS,40.719713,-73.977662,"442 East Houston Street, New York NY 10002"
03M191,The Riverside School for Makers and Artists,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","3",212-757-4343,https://www.museummagnet.com,"2, A, B, C, D to 59th St-ColumBUS Circle; 1 to 66th St - Lincoln Center","BxM2, M10, M104, M11, M12, M20, M31, M5, M57, M66, M7, M72, X12, X14, X30, X42",https://tools.nycenet.edu/snapshot/2019/03M191/EMS,40.772115,-73.990993,"210 West 61st Street, New York NY 10023"
04M206,P.S. 206 Jose Celso Barbosa,K-8,"03,04,05,06,07,08,SE","4",212-860-5809,https://www.schools.nyc.gov/Find-a-School,N/A,"Bx15, BxM10, BxM6, BxM7, BxM8, BxM9, M100, M101, M103, M116, M15, M15-SBS, M35, M60-SBS",https://tools.nycenet.edu/snapshot/2019/04M206/EMS,40.79699,-73.930683,"508 East 120th Street, Manhattan NY 10035"
06M209,Hamilton Grange Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-775-9600,https://www.thehamiltongrangeschool.org,"B, C to 135th St; A, D to 145th St; 1 to 137th St - City College","Bx15, Bx19, Bx33, M10, M100, M101, M104, M11, M3, M4, M5",https://tools.nycenet.edu/snapshot/2019/06M209/EMS,40.820678,-73.952185,"500 West 138th Street, Manhattan NY 10031"
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","6",212-283-0012,https://www.schools.nyc.gov/Find-a-School,"C to 155th St; A, B, D to 145th St; 1 to 157th St","Bx19, Bx6, M10, M100, M101, M11, M2, M3, M4, M5",https://tools.nycenet.edu/snapshot/2019/06M210/EMS,40.829864,-73.944663,"501-503 West 152nd Street, Manhattan NY 10031"
02M217,P.S./I.S. 217 Roosevelt Island,K-8,"PK,0K,01,02,03,04,05,06,07,08","2",212-980-0294,https://www.217pta.com,F to Roosevelt Island,"M15, M31, M66, M72, M79, Q102, Q103, Q104",https://tools.nycenet.edu/snapshot/2019/02M217/EMS,40.75374,-73.956315,"645 Main Street, Manhattan NY 10044"
06M223,The Mott Hall School,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-281-5028,https://www.themotthall.org,"B, C to 135th St; 1, A, D to 125th St","Bx15, Bx33, M10, M100, M101, M104, M11, M2, M3, M4, M5, M60-SBS",https://tools.nycenet.edu/snapshot/2019/06M223/EMS,40.816738,-73.951583,"71-111 Convent Ave, Manhattan NY 10027"
04M224,M.S. 224 Manhattan East School for Arts & Academic,Junior High-Intermediate-Middle,"06,07,08,SE","4",212-860-6047,https://www.manhattaneastschool.nyc,"6 to 96th St; 6 to 103rd St","BxM1, M101, M102, M103, M106, M15, M15-SBS, M31, M86-SBS, M96, M98",https://tools.nycenet.edu/snapshot/2019/04M224/EMS,40.784953,-73.942099,"410 East 100th Street, Manhattan NY 10029"
02M225,Ella Baker School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","2",212-717-8809,https://www.ellabakerschool.net,"F to Lexington Ave-63 St; 6 to 68th St - Hunter College; 4, 5, N, Q, R to Lexington Ave-59 St","BxM1, BxM10, BxM11, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M57, M66, M72, M98, Q101, Q32, Q60, QM2, QM20, QM3",https://tools.nycenet.edu/snapshot/2019/02M225/EMS,40.76541,-73.960016,"317 East 67th Street, Manhattan NY 10065"
03M243,M.S. 243 Center School,Junior High-Intermediate-Middle,"05,06,07,08,SE","3",212-799-1477,https://www.schools.nyc.gov/Find-a-School,"B, C to 81st St-Museum of Nat Hist; 1, B, C to 86th St","BxM2, M10, M104, M11, M5, M7, M79, M86-SBS",https://tools.nycenet.edu/snapshot/2019/03M243/EMS,40.785437,-73.974462,"100 West 84th Street, Manhattan NY 10024"
03M245,M.S. M245 The Computer School,Junior High-Intermediate-Middle,"06,07,08,SE","3",917-441-0873,https://www.thecomputerschool.org,"B, C to 81st St-Museum of Nat Hist; 2, 3 to 72nd St; 1 to 79th St","BxM2, M10, M104, M11, M5, M57, M7, M72, M79, M86-SBS",https://tools.nycenet.edu/snapshot/2019/03M245/EMS,40.78072,-73.977565,"100 West 77th Street, Manhattan NY 10024"
03M247,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,"05,06,07,08,SE","3",212-799-2653,https://www.duallanguagemiddleschool.org,"B, C to 86th St; 1, 2, 3 to 96th St","M10, M104, M106, M11, M7, M86-SBS, M96",https://tools.nycenet.edu/snapshot/2019/03M247/EMS,40.780835,-73.97769,"32 West 92nd Street, Manhattan NY 10025"
03M250,M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","3",212-866-6313,https://www.wscnyc.org,"1, 2, 3 to 96th St","M104, M106, M11, M5, M7, M86-SBS, M96",https://tools.nycenet.edu/snapshot/2019/03M250/EMS,40.794935,-73.973893,"735 West End Avenue, Manhattan NY 10025"
02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-614-8785,https://www.salkschool.org,"L to 1st Ave; 6 to 23rd St; 4, 5, N, Q, R to 14th St-Union Square","BM1, BM2, BM3, BM4, BxM7, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M255/EMS,40.735272,-73.981361,"319 East 19th Street, Manhattan NY 10003"
02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-614-8785,https://www.salkschool.org,"L to 1st Ave; 6 to 23rd St; 4, 5, N, Q, R to 14th St-Union Square","BM1, BM2, BM3, BM4, BxM7, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M255/EMS,40.735064,-73.981258,"319 East 19th Street, Manhattan NY 10003"
03M256,Lafayette Academy,Junior High-Intermediate-Middle,"06,07,08,SE","3",212-222-2857,https://www.ms256.net,"1, 2, 3, B, C to 96th St","M10, M104, M106, M11, M5, M7, M86-SBS, M96",https://tools.nycenet.edu/snapshot/2019/03M256/EMS,40.791554,-73.970748,"154 West 93rd Street, Manhattan NY 10025"
03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,"06,07,08,SE","3",212-678-5888,https://www.communityactionschool.org,"1, 2, 3, B, C to 96th St","M10, M104, M106, M11, M5, M7, M86-SBS, M96",https://tools.nycenet.edu/snapshot/2019/03M258/EMS,40.79134,-73.97114,"154 West 93rd Street, Manhattan NY 10025"
02M260,The Clinton School,Secondary School,"06,07,08,09,10,11,12,SE","2",212-524-4360,https://www.theclintonschool.net,"A, B, C, D, E to West 4th St; 4, 5, 6, L, N, Q, R to 14th St-Union Square; 1, 2, 3, F, M to 14th St - 6th Ave","BM1, BM2, BM3, BM4, BxM10, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M20, M23, M3, M5, M7, M8, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M260/EMS,40.736824,-73.992993,"10 East 15th Street, Manhattan NY 10003"
02M276,Battery Park City School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","2",212-266-5800,https://www.bpcschool.org,"N to South Ferry; J, Z to Broad St; A, C to Fulton St-Broadway-Nassau; 4, 5 to Bowling Green; 2, 3 to Wall St; 1, R to Rector St","BM1, BM2, BM3, BM4, BxM18, M15, M15-SBS, M20, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X37, X38, X4, X42, X5, X7, X8, X9",https://tools.nycenet.edu/snapshot/2019/02M276/EMS,40.706674,-74.017746,"55 Battery Place, Manhattan NY 10280"
06M278,Paula Hedbavny School,K-8,"0K,01,02,03,04,05,06,07,08,SE","6",917-521-2060,https://www.psms278.org,"A to Inwood - 207th St; 1 to 215th St","Bx12, Bx12-SBS, Bx20, Bx3, Bx32, Bx7, Bx9, BxM1, BxM18, BxM2, BxM3, M100",https://tools.nycenet.edu/snapshot/2019/06M278/EMS,40.871806,-73.912355,"421 W 219th St, Manhattan NY 10034"
05M286,Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,"06,07,08,SE","5",212-543-4960,https://www.uafutureleaders.com,"1, A, B, C, D to 125th St","Bx15, Bx33, M10, M100, M101, M104, M11, M3, M4, M5, M60-SBS",https://tools.nycenet.edu/snapshot/2019/05M286/EMS,40.815939,-73.955677,"509 West 129th Street, Manhattan NY 10027"
02M289,I.S. 289,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-571-9268,https://www.is289.org,"R to City Hall; E to World Trade Center; 4, 5, J, Z to Fulton St-Broadway-Nassau; 1, 2, 3, A, C to Chambers St","BM1, BM2, BM3, BM4, BxM18, M103, M20, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X15, X17, X17A, X19, X27, X28, X3, X4, X7, X8, X9",https://tools.nycenet.edu/snapshot/2019/02M289/EMS,40.717285,-74.013895,"201 Warren Street, Manhattan NY 10282"
03M291,West End Secondary School,Secondary School,"06,07,08,09,10,SE","3",212-245-1506,https://www.westendsecondary.com,"2, A, B, C, D to 59th St-ColumBUS Circle; 1 to 66th St - Lincoln Center","BxM2, M10, M104, M11, M12, M20, M31, M5, M57, M66, M7, M72, X12, X14, X30, X42",https://tools.nycenet.edu/snapshot/2019/03M291/EMS,40.772462,-73.988488,"227-243 West 61st Street, Manhattan NY 10023"
06M293,City College Academy of the Arts,Secondary School,"06,07,08,09,10,11,12,SE","6",212-567-3164,https://www.schools.nyc.gov/Find-a-School,"A to 190th St; 1 to Dyckman St","Bx7, BxM1, M100, M101, M3, M4, M98",https://tools.nycenet.edu/snapshot/2019/06M293/EMS,40.861046,-73.930298,"4600 Broadway, Manhattan NY 10040"
02M297,M.S. 297,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-524-4380,https://www.ms297.org,"A, B, C, D, E, F, M to West 4th St; 2, 3, L to 14th St; 1 to Christopher St Sheridan Sq","M11, M12, M14A, M14D, M20, M21, M5, M8, X1, X10, X10B, X12, X17, X27, X28, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M297/EMS,40.731132,-74.007452,"75 Morton Street, Manhattan NY 10014"
06M311,Amistad Dual Language School,K-8,"0K,01,02,03,04,05,06,07,08,SE","6",212-544-8021,https://www.amistadschool.org,"A to Inwood - 207th St; 1 to 207th St","Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100, M4",https://tools.nycenet.edu/snapshot/2019/06M311/EMS,40.866425,-73.923828,"4862 Broadway, Manhattan NY 10034"
02M312,New York City Lab Middle School for Collaborative,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-691-6119,https://www.nyclabschool.net,"A, C, E, L to 14th St-8th Ave; 2, 3, F, M to 14th St; 1 to 18th St","M11, M12, M14A, M14D, M20, M23, M5, M7, X1, X10, X10B, X12, X17, X27, X28",https://tools.nycenet.edu/snapshot/2019/02M312/EMS,40.742539,-74.002218,"333 West 17th Street, Manhattan NY 10011"
06M319,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-923-3827,https://www.ms319.org,"1, A, C to 168th St - Washington Hts","Bx13, Bx7, M100, M101, M2, M3, M4, M5, M98",https://tools.nycenet.edu/snapshot/2019/06M319/EMS,40.839047,-73.935919,"21 Jumel Place, Manhattan NY 10032"
06M322,Middle School 322,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-304-0853,https://www.m322.org,"A to 190th St; 1 to Dyckman St","Bx7, BxM1, M100, M101, M3, M4, M98",https://tools.nycenet.edu/snapshot/2019/06M322/EMS,40.860737,-73.929813,"4600 Broadway, Manhattan NY 10040"
06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-923-4057,https://www.sites.google.com/a/ms324.org/ms324communitysite,"1, A, C to 168th St - Washington Hts","Bx13, Bx7, M100, M101, M2, M3, M4, M5, M98",https://tools.nycenet.edu/snapshot/2019/06M324/EMS,40.83915,-73.935754,"21 Jumel Place, Manhattan NY 10032"
06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,"06,07,08,SE","6",917-521-2508,https://www.06M328.org,"C to 163rd St - Amsterdam Ave; B, D to 155th St; 1, A to 168th St - Washington Hts","Bx13, Bx6, Bx7, M10, M100, M101, M2, M3, M4, M5",https://tools.nycenet.edu/snapshot/2019/06M328/EMS,40.836694,-73.937351,"401 West 164th Street, Manhattan NY 10032"
01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","1",212-267-5701,https://www.unmslearns.net,"J, M, Z to Delancey St-Essex St; F to East Broadway; B, D to Grand St","B39, M14A, M14D, M15, M15-SBS, M21, M22, M9, X14, X37, X38",https://tools.nycenet.edu/snapshot/2019/01M332/EMS,40.713525,-73.986298,"220 Henry Street, Manhattan NY 10002"
03M333,P.S. 333 Manhattan School for Children,K-8,"0K,01,02,03,04,05,06,07,08,SE","3",212-222-1450,https://www.ps333.org,"1, 2, 3, B, C to 96th St","M10, M104, M106, M11, M5, M7, M86-SBS, M96",https://tools.nycenet.edu/snapshot/2019/03M333/EMS,40.791505,-73.970809,"154 West 93rd Street, Manhattan NY 10025"
03M334,The Anderson School,K-8,"0K,01,02,03,04,05,06,07,08,SE","3",212-595-7193,https://www.ps334school.org,"B, C to 81st St-Museum of Nat Hist; 2, 3 to 72nd St; 1 to 79th St","BxM2, M10, M104, M11, M5, M57, M7, M72, M79, M86-SBS",https://tools.nycenet.edu/snapshot/2019/03M334/EMS,40.780302,-73.977728,"100 West 77th Street, Manhattan NY 10024"
06M346,Community Health Academy of the Heights,Secondary School,"06,07,08,09,10,11,12,SE","6",212-342-6600,https://www.chah.nyc,"B, C, D to 155th St; 1 to 157th St","Bx6, Bx7, M10, M100, M101, M2, M3, M4, M5",https://tools.nycenet.edu/snapshot/2019/06M346/EMS,40.833471,-73.941912,"504 West 158th Street, Manhattan NY 10032"
02M347,The 47 American Sign Language & English Lower Scho,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","2",917-326-6609,https://www.ps347.org,"L to 3rd Ave; 6, N, R to 23rd St; 4, 5, Q to 14th St-Union Square","BM1, BM2, BM3, BM4, BxM1, BxM10, BxM11, BxM18, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M5, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M347/EMS,40.738439,-73.981572,"223 East 23rd Street, Manhattan NY 10010"
06M348,Washington Heights Expeditionary Learning School,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","6",212-781-0524,https://www.wheelsnyc.org,"1, A to 181st St","Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98",https://tools.nycenet.edu/snapshot/2019/06M348/EMS,40.849406,-73.930736,"511 West 182nd Street, Manhattan NY 10033"
06M349,Harbor Heights,Junior High-Intermediate-Middle,"06,07,08","6",212-568-6052,https://www.schools.nyc.gov/Find-a-School,"A to 175th St; 1, C to 168th St - Washington Hts","Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M2, M3, M4, M5, M98",https://tools.nycenet.edu/snapshot/2019/06M349/EMS,40.845603,-73.939952,"306 Fort Washington Avenue, Manhattan NY 10033"
05M362,Columbia Secondary School,Secondary School,"06,07,08,09,10,11,12,SE","5",212-666-1278,https://www.columbiasecondary.org,"1, A, B, C, D to 125th St","Bx15, M10, M100, M101, M104, M11, M116, M2, M3, M4, M5, M60-SBS, M7",https://tools.nycenet.edu/snapshot/2019/05M362/EMS,40.810713,-73.955699,"425 West 123rd Street, Manhattan NY 10027"
05M362,Columbia Secondary School,Secondary School,"06,07,08,09,10,11,12,SE","5",212-666-1278,https://www.columbiasecondary.org,"1, A, B, C, D to 125th St","Bx15, M10, M100, M101, M104, M11, M116, M2, M3, M4, M5, M60-SBS, M7",https://tools.nycenet.edu/snapshot/2019/05M362/EMS,40.810659,-73.955882,"425 West 123rd Street, Manhattan NY 10027"
06M366,Washington Heights Academy,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","6",212-304-3320,https://www.whacademy.org,"A to Inwood - 207th St; 1 to 207th St","Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100",https://tools.nycenet.edu/snapshot/2019/06M366/EMS,40.865382,-73.921563,"202 Sherman Ave, Manhattan NY 10034"
